@RELATION WekaTry3

@ATTRIBUTE attribute_0 {Desert Marathon,Jerusalem Marathon,Tel Aviv Marathon,Tiberias Winner Marathon,﻿Marathon Name}
@ATTRIBUTE attribute_1 {"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceOne,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אלישע דגניה ב' 2017,מרוץ הגליל העליון ה-2,מרוץ הגליל העליון ה-3,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ כפר סבא,מרוץ כפר-סבא 2017,מרוץ להבים,מרוץ מעגן מיכאל,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרוץ שליחים כרמל טרייל יום III,מרתון Winner טבריה 2017,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018}
@ATTRIBUTE attribute_2 {RaceOneKM,אילת 2016",אליפות הארץ ל 15 ק""מ",5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 {-98,-49,-21,"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,"מרתון התנ""ך 2017",Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceTwo,בשביל הבנים הדרוזים,חצי מרתון אשכול גליל מערבי,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אשדוד אליפות ישראל,מרוץ בית יצחק,מרוץ גיא,מרוץ דגניה ב,מרוץ הלילה של נהריה 2017,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרתון Winner טבריה 2017,מרתון טבריה Winner 2016,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018,ספורטיאדה ריצה ואופניים יום I,שביל הבנים הדרוזים 2017}
@ATTRIBUTE attribute_6 {RaceTwoKM,אילת 2016",אליפות הארץ ל 15 ק""מ",בשביל הבנים הדרוזים,מרוץ אייל 2016,מרוץ גיא,מרוץ הלילה של תל-אביב,מרוץ כוכב יאיר צור יגאל 2016,מרתון טבריה Winner 2016,5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 {-0.215669179,-0.174586461,-0.082839791,-0.071312378,-0.02049143,-0.004769332,6.25E-05,0.010449148,0.014489943,0.030416983,0.033153012,0.034807161,0.039829206,0.041157229,0.046475263,0.046554953,0.048813074,0.049594136,0.063925742,0.07320708,0.083788938,0.087728666,0.089009278,0.092999982,0.097684071,0.106577038,0.112547782,0.124013958,0.133135206,0.134501548,0.143946516,0.155706161,0.160721089,0.165110336,0.168380915,0.172193511,0.172271523,0.183198071,0.190877815,0.195560987,0.208016315,0.218905121,0.224393941,0.243287052,0.254375723,0.26100101,0.265141594,0.290113693,0.296547784,0.335186489,0.351423989,Failure,Improvement,Same,Seccess}

@DATA
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.147650236,-35,מרוץ אייל 2016,15000,0.135205184,-20,10913,0.042917118,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.208204068,-37,מרוץ אייל 2017,15000,0.201077199,-20,13800,0.187257052,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.469740087,-14,International Tiberias Winner Marathon 2018,42195,0.490497285,-47,16770,0.080216812,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.259910376,-84,חצי מרתון גליל מערבי,21097,0.294633462,-35,14108,0.135536891,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.248809656,-98,מרוץ גיא,10000,0.280567041,-20,15349,0.238028453,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,10000,0.361876566,-49,מרוץ הלילה של תל-אביב,10000,0.393237082,-51,16593,0.221438151,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.298344132,-55,מרוץ חבר,10000,0.261852807,-36,16438,0.285280841,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.362288866,-84,מרוץ אייל 2017,15000,0.413464991,-20,16730,0.214890586,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.35978456,-104,מרוץ הלילה של תל-אביב 2017,10000,0.262861434,-11,15318,0.189147915,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.368263817,-84,מרוץ אייל 2017,15000,0.421723519,-20,16191,0.168724364,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.24714871,-98,מרוץ הלילה של תל-אביב 2017,10000,0.430153962,-17,15589,0.181452989,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.402619786,-84,מרוץ אייל 2017,15000,0.421723519,-20,17202,0.224791326,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.398368379,-84,מרוץ אייל 2017,15000,0.489048474,-20,17889,0.243026341,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.380788234,-35,מרוץ הלילה של תל-אביב,10000,0.229673252,-16,18550,0.40580374,Failure
Tel Aviv Marathon,Desert Marathon 2017,21097,0.214372716,-98,מרוץ אייל 2017,15000,0.360861759,-6,13587,0.087446154,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.375732506,-35,מרוץ חבר,10000,0.249950407,-56,15033,0.155641302,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.274609678,-98,מרוץ אייל 2017,15000,0.408797127,-6,16794,0.265700785,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.160723106,-21,מרתון Winner טבריה 2017,42195,0.516344828,-49,14129,0.034536849,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.374468574,-84,מרוץ הלילה של תל-אביב 2017,10000,0.273939166,-31,15704,0.204231977,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.504883374,-84,מרוץ אייל 2017,15000,0.531777379,-20,17966,0.173982889,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.2931231,-100,מרוץ אייל 2016,15000,0.340964723,-4,17383,0.343025667,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.526275849,-14,חצי מרתון עמק המעיינות,21097,0.314144548,-84,15771,0.072552247,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.395042994,-91,מרוץ חיפה 2017,21097,0.407903859,-21,17272,0.240560913,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.588096442,-91,מרוץ הלילה של תל-אביב 2017,10000,0.338715734,-24,18304,0.253394607,Failure
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.458707361,-104,מרוץ הלילה של תל-אביב 2017,10000,0.420015021,-11,17706,0.23411559,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.473788151,-104,מרוץ הלילה של תל-אביב 2017,10000,0.28895982,-11,15664,0.144163941,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.404688039,-84,מרוץ אייל 2017,15000,0.453859964,-20,17131,0.202545168,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.229949604,-55,חצי מרתון חיפה ה-19,21097,0.286791399,-8,13594,0.110870878,Same
Tiberias Winner Marathon,מרוץ התחתונים ה-6,10000,0.232444036,-7,מרוץ חבר,10000,0.145407657,-84,12572,0.109832774,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,10000,0.302030457,-14,חצי מרתון עמק המעיינות,21097,0.367229691,-84,15398,0.132902394,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.302539354,-35,מרוץ הלילה של תל-אביב,10000,0.268047112,-16,14257,0.129672284,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.306105879,-21,מרוץ אייל 2016,15000,0.214542837,-83,13038,0.0638349,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.257091562,-104,מרוץ הלילה של תל-אביב 2017,10000,0.155651521,-11,14027,0.200568979,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.228426979,-84,מרוץ אייל 2017,15000,0.288330341,-20,14047,0.15001082,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.25060324,-35,בשביל הבנים הדרוזים,10000,0.179893133,-70,12920,0.107510434,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.22727795,-84,מרוץ אייל 2017,15000,0.240394973,-20,14749,0.225411528,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.394042876,-14,מרוץ אייל 2017,15000,0.262657092,-104,14785,0.097718739,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.42330231,-84,מרוץ הלילה של תל-אביב,10000,0.29350304,-16,16209,0.210905404,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,10000,0.450947289,-21,חצי מרתון עמק המעיינות,21097,0.582327933,-84,20038,0.231726949,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.555241614,-14,חצי מרתון עמק המעיינות,21097,0.297368723,-84,15101,0.021138013,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.568999196,-84,מרוץ אייל 2017,15000,0.522800718,-20,13607,-0.169387605,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.404688039,-37,חצי מרתון השרון 2017,21097,0.334682178,-7,17312,0.273141413,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.301390325,-84,מרוץ אייל 2017,15000,0.405924596,-20,15573,0.165287696,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.254854648,-35,"המרתון המדברי, אילת 2016",10000,0.34489986,-14,13185,0.041157229,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.26424772,-51,חצי מרתון חיפה ה-19,21097,0.659033789,-12,15481,0.037738555,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.493393083,-84,מרוץ אייל 2017,15000,0.509694794,-20,17337,0.145199523,Same
Tel Aviv Marathon,מרוץ התחתונים ה-6,5000,0.595110772,-56,מרוץ הלילה של תל-אביב,10000,0.517667173,-44,20038,0.308937661,Failure
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.175012645,-91,מרוץ הלילה של תל-אביב 2017,10000,0.186256102,-24,14401,0.253401705,Failure
Jerusalem Marathon,חצי מרתון השרון 2017,21097,0.339065925,-105,מרוץ אייל 2017,15000,0.401436266,-13,16598,0.178450203,Same
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.231015188,-47,מרוץ הלילה של תל-אביב 2017,10000,0.226060834,-68,13890,0.168477131,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.139377226,-35,מרוץ נהריה 2016,10000,0.137352836,-42,11574,0.091566003,Same
Tiberias Winner Marathon,חצי מרתון השרון 2016,21097,0.761814024,-28,חצי מרתון עמק המעיינות,21097,0.542801333,-7,20886,0.219830252,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.438124785,-35,מרוץ הלילה של תל-אביב,10000,0.299202128,-16,15169,0.109198613,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.280822705,-35,מרוץ אייל 2016,15000,0.281209503,-20,16165,0.26553562,Failure
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.129589633,-55,מרוץ בית יצחק,10000,0.055219669,-29,12213,0.181595349,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.400666437,-35,"המרתון המדברי, אילת 2016",21097,0.354000838,-14,17239,0.243287052,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.117971125,-51,מרוץ אייל 2016,15000,0.126853852,-4,12404,0.164759926,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.180661094,-51,מרוץ אייל 2016,15000,0.171778258,-4,12147,0.0932286,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.167644779,-98,מרוץ הלילה של תל-אביב 2017,10000,0.137814495,-17,13950,0.248632386,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,42195,0.489862069,-70,חצי מרתון עמק המעיינות,21097,0.356428818,-35,16141,0.077711972,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.332873722,-35,מרוץ אייל 2016,15000,0.274298056,-20,14142,0.103448594,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.286682753,-84,מרוץ הלילה של תל-אביב,10000,0.365881459,-16,14207,0.088252103,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.957617909,-14,חצי מרתון עמק המעיינות,21097,0.519016431,-84,21199,0.121598955,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.713258601,-21,מרתון Winner טבריה 2017,42195,0.600551724,-49,17649,-0.06027131,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.316380497,-14,חצי מרתון השרון 2017,21097,0.130500759,-91,15619,0.259040433,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.420659543,-35,מרוץ דגניה ב,10000,0.749371333,-6,17446,0.049881114,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.417952619,-14,חצי מרתון עמק המעיינות,21097,0.286912559,-84,15391,0.114626394,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.20671033,-37,מרוץ אייל 2017,15000,0.22010772,-20,13301,0.142835616,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.253131104,-84,מרוץ הלילה של תל-אביב 2017,10000,0.212917762,-31,12894,0.091832482,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.219004941,-35,מרוץ אייל 2016,15000,0.207199424,-20,13756,0.167311611,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.460146888,-21,מרתון Winner טבריה 2017,42195,0.480758621,-49,15682,0.001252549,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.408081958,-14,International Tiberias Winner Marathon 2018,42195,0.53665333,-47,18216,0.185776296,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.298204668,-104,מרוץ הלילה של תל-אביב 2017,10000,0.181937664,-11,14483,0.199905651,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.622841965,-14,חצי מרתון עמק המעיינות,21097,0.404113524,-84,19032,0.199861,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.138744325,-98,מרוץ הלילה של תל-אביב 2017,10000,0.180247841,-17,16269,0.409872895,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.338159255,-35,בשביל הבנים הדרוזים,15000,0.298383696,-70,14898,0.140900938,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.14190509,-35,מרוץ אייל 2016,15000,0.113606911,-20,10700,0.041899172,Same
Tiberias Winner Marathon,מרוץ אייל 2017,15000,0.435008977,-57,שביל הבנים הדרוזים 2017,15000,0.043279022,-57,16730,0.362099213,Failure
Desert Marathon,מרוץ כוכב יאיר צור יגאל 2016,10000,0.360871352,-14,בשביל הבנים הדרוזים,15000,0.23696416,-42,16386,0.194387936,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.375777931,-21,"המרתון המדברי, אילת 2016",21097,0.379241726,-98,17278,0.195560987,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.322302654,-84,מרוץ הלילה של תל-אביב,10000,0.241831307,-16,14382,0.145996413,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.218315523,-84,מרוץ אייל 2017,15000,0.242728905,-20,13432,0.133311735,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.189779635,-100,מרוץ אייל 2016,15000,0.282937365,-4,14752,0.220309455,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.307595082,-84,מרוץ הלילה של תל-אביב 2017,10000,0.540931281,-31,17117,0.206541716,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.176261059,-35,מרוץ הלילה של תל-אביב,10000,0.100303951,-16,11405,0.079993357,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.18143169,-84,מרוץ אייל 2017,15000,0.202692998,-20,12568,0.109176517,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,42195,0.275310345,-70,חצי מרתון עמק המעיינות,21097,0.224635183,-35,12479,0.018302879,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.234516833,-35,מרוץ אייל 2016,15000,0.217422606,-20,14373,0.196995798,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.565519907,-21,"המרתון המדברי, אילת 2016",42195,0.554720567,-98,16999,-0.004769332,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.3526092,-21,מרוץ ראשון לציון 2017,15000,0.240500162,-21,13848,0.058669199,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.383919598,-21,מרתון Winner טבריה 2017,42195,0.376827586,-49,14368,0.007876646,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.398685736,-21,מרתון Winner טבריה 2017,42195,0.403931034,-49,14951,0.023969481,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.288945965,-21,"המרתון המדברי, אילת 2016",42195,0.507558089,-98,14690,0.010449148,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.478546579,-21,מרתון Winner טבריה 2017,42195,0.43662069,-49,16753,0.082143263,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.301735034,-35,חצי מרתון אשכול גליל מערבי,10000,0.218516389,-56,13949,0.133598427,Same
Tiberias Winner Marathon,חצי מרתון חיפה ה-19,21097,0.628874616,-63,מרוץ נהריה 2016,5000,0.145805885,-14,14019,0.011211474,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.383890612,-84,מרוץ אייל 2016,15000,0.330309575,-20,15779,0.178964846,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.273059462,-98,מרוץ הלילה של תל-אביב 2017,10000,0.23263237,-17,16435,0.328549433,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.81082683,-21,מרתון Winner טבריה 2017,42195,0.605034483,-49,15869,-0.224348567,Seccess
Desert Marathon,מרוץ הלילה של תל-אביב,10000,0.731382979,-2,מרוץ אייל 2016,15000,0.459899208,-4,18750,0.101862578,Same
Tiberias Winner Marathon,חצי מרתון חיפה ה-19,21097,0.400167551,-63,חצי מרתון אשכול גליל מערבי,21097,0.426499033,-28,15989,0.121080501,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.390577508,-100,מרוץ אייל 2016,15000,0.20475162,-4,13714,0.078756001,Same
Tel Aviv Marathon,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.141665155,-59,מרוץ אייל 2017,15000,0.140754039,-45,11413,0.076351802,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.192780423,-98,מרוץ אייל 2017,15000,0.370556553,-6,14469,0.157294056,Same
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.28047562,-47,מרוץ אייל 2017,15000,0.338599641,-57,14792,0.152825624,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.223371251,-35,מרוץ אייל 2016,15000,0.196544276,-20,12778,0.103007753,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.444904056,-35,"המרתון המדברי, אילת 2016",21097,0.348345203,-14,18291,0.296547784,Failure
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.118057811,-21,חצי מרתון עמק המעיינות,21097,0.135815236,-63,11427,0.072676928,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.452945012,-14,חצי מרתון עמק המעיינות,21097,0.445708376,-84,14650,-0.032389465,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.507411238,-35,"המרתון המדברי, אילת 2016",21097,0.621491412,-14,18755,0.160721089,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.266747868,-98,מרוץ אייל 2017,15000,0.390664273,-6,15036,0.1513345,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.395670661,-21,מרתון Winner טבריה 2017,42195,0.33262069,-49,13829,-0.010128527,Seccess
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.242021277,-100,מרוץ אייל 2016,15000,0.22937365,-4,12695,0.061944593,Same
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.353317346,-47,Desert Marathon 2017,10000,0.618320611,-51,16262,0.083042863,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.425945076,-84,מרוץ אייל 2016,15000,0.391360691,-20,15321,0.092004248,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.160524316,-51,מרוץ אייל 2016,15000,0.226349892,-4,13674,0.181321517,Same
Jerusalem Marathon,מרוץ להבים,10000,0.318197454,-91,"המרתון המדברי, אילת 2016",21097,0.291055718,-28,17226,0.265141594,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.380062305,-14,חצי מרתון עמק המעיינות,21097,0.237389406,-84,15192,0.144872629,Same
Tel Aviv Marathon,Desert Marathon 2017,42195,0.807351493,-98,חצי מרתון גליל מערבי,21097,0.207821817,-21,14176,-0.08985138,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.362748478,-84,Desert Marathon 2017,21097,0.22422766,-14,16289,0.277329869,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.380295763,-47,מרוץ הלילה של תל-אביב 2017,10000,0.327450244,-68,16656,0.243533357,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.190853729,-35,מרוץ הלילה של תל-אביב,10000,0.566109422,-16,12586,-0.078757438,Seccess
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.378635548,-104,מרוץ הלילה של תל-אביב 2017,10000,0.259294029,-11,14678,0.135139392,Same
Tel Aviv Marathon,"המרתון המדברי, אילת 2016",21097,0.492668622,-98,מרוץ הלילה של תל-אביב,10000,0.368920973,-2,18963,0.351423989,Failure
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.368731003,-100,מרוץ אייל 2016,15000,0.480489561,-4,17282,0.227651025,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.426174882,-84,מרוץ הלילה של תל-אביב,10000,0.308130699,-16,16358,0.213674422,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.377849544,-100,מרוץ אייל 2016,15000,0.521382289,-4,14779,0.009139398,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.373967684,-104,מרוץ הלילה של תל-אביב 2017,10000,0.280886219,-11,16264,0.241579786,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.50235551,-84,מרוץ אייל 2017,15000,0.517953321,-20,18482,0.219542027,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.457931034,-49,חצי מרתון עמק המעיינות,21097,0.434447892,-35,15214,0.046195539,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.385843962,-84,מרוץ הלילה של תל-אביב,10000,0.310600304,-16,18054,0.363722204,Failure
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.317454268,-77,מרוץ הלילה של תל-אביב,10000,0.518237082,-23,14454,0.015784012,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.113031915,-100,חצי מרתון חיפה ה-19,5000,0.072807018,-12,13168,0.241290043,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.126709726,-51,מרוץ אייל 2016,15000,0.185025198,-4,12206,0.117649779,Same
Tiberias Winner Marathon,חצי מרתון גליל מערבי,10000,0.151235585,-72,מרוץ הלילה של נהריה 2017,10000,0.211443729,-17,13921,0.219203356,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.32010772,-104,מרוץ הלילה של תל-אביב 2017,10000,0.213293278,-11,15559,0.251230385,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.318740664,-84,מרוץ הלילה של תל-אביב 2017,10000,0.199586932,-31,16265,0.309915388,Failure
Tel Aviv Marathon,מרוץ חיפה 2017,21097,0.276635082,-112,מרוץ הלילה של תל-אביב 2017,10000,0.47033421,-3,15242,0.121480217,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.379831114,-21,מרתון Winner טבריה 2017,10000,0.246640856,-28,15050,0.166470238,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.306560956,-84,מרוץ הלילה של תל-אביב,10000,0.203267477,-16,17864,0.442341292,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.434557402,-21,חצי מרתון השרון 2016,21097,0.32964939,-77,15785,0.096143666,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.276875609,-21,חצי מרתון עמק המעיינות,21097,0.354245662,-63,16290,0.260009523,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.339528377,-47,מרוץ הלילה של תל-אביב 2017,10000,0.247840781,-68,16625,0.301475893,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.715613736,-14,חצי מרתון עמק המעיינות,21097,0.38377571,-84,16919,0.020719239,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.24031155,-100,חצי מרתון חיפה ה-19,5000,0.226315789,-12,15196,0.257679759,Failure
Tiberias Winner Marathon,"המרתון המדברי, אילת 2016",42195,0.574846679,-49,מרוץ הלילה של תל-אביב,10000,0.252849544,-2,16039,0.124013958,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.376173071,-21,חצי מרתון עמק המעיינות,21097,0.428358037,-84,16018,0.090779857,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.256348386,-84,מרוץ אייל 2017,15000,0.241651706,-20,15082,0.234373134,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.284764438,-100,מרוץ אייל 2016,15000,0.194816415,-4,12864,0.070916957,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,10000,0.395939086,-14,חצי מרתון עמק המעיינות,21097,0.496150753,-84,16337,0.085002158,Same
